,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
995,HSK Standard Course Level 1: 1.3,https://www.futurelearn.com/courses/hsk-1-standard-course-1-3-,"Develop your language skills in Chinese as you learn tenses, sentence word order and some grammar in this interactive course.",,,,,,,,,,5 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,HSK Standard Course Level 1: 1.3,https://www.futurelearn.com/courses/hsk-1-standard-course-1-3-,"Develop your language skills in Chinese as you learn tenses, sentence word order and some grammar in this interactive course.",2 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
996,Contemporary Chinese II: 2.1,https://www.futurelearn.com/courses/contemporary-chinese-2-1-3,Improve your Chinese Mandarin proficiency and learn how to create more complex sentences using adverbs and prepositions.,,,,,,,,,,6 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Contemporary Chinese II: 2.1,https://www.futurelearn.com/courses/contemporary-chinese-2-1-3,Improve your Chinese Mandarin proficiency and learn how to create more complex sentences using adverbs and prepositions.,5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
997,Contemporary Chinese II: 2.2,https://www.futurelearn.com/courses/contemporary-chinese-2-1-4,Expand your Chinese fluency and learn new Mandarin vocabulary and expressions for more complex and natural conversations.,,,,,,,,,,6 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Contemporary Chinese II: 2.2,https://www.futurelearn.com/courses/contemporary-chinese-2-1-4,Expand your Chinese fluency and learn new Mandarin vocabulary and expressions for more complex and natural conversations.,5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
998,Fall in Love with Mandarin,https://www.futurelearn.com/courses/fall-in-love-with-mandarin,Learn everyday Chinese Mandarin and discover Taiwanese culture in the process.,,,,,,,,,,4 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Fall in Love with Mandarin,https://www.futurelearn.com/courses/fall-in-love-with-mandarin,Learn everyday Chinese Mandarin and discover Taiwanese culture in the process.,1 hour,,,,,,,,
999,Contemporary Chinese I:  1.2,https://www.futurelearn.com/courses/contemporary-chinese-i-1-2,Build your Chinese language skills and improve your fluency in speaking and writing Chinese Mandarin.,,,,,,,,,,4 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Contemporary Chinese I:  1.2,https://www.futurelearn.com/courses/contemporary-chinese-i-1-2,Build your Chinese language skills and improve your fluency in speaking and writing Chinese Mandarin.,5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
1000,Contemporary Chinese I: 1.1,https://www.futurelearn.com/courses/contemporary-chinese-i-1-1,"Lay the foundations of Chinese Mandarin and learn pronunciation, sentence structures, and introductions.",,,,,,,,,,5 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Contemporary Chinese I: 1.1,https://www.futurelearn.com/courses/contemporary-chinese-i-1-1,"Lay the foundations of Chinese Mandarin and learn pronunciation, sentence structures, and introductions.",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
1001,Learn Chinese: Introduction to Chinese Conversation,https://www.futurelearn.com/courses/chinese-conversation,"12,878 enrolled on this course",,,,,,,,,,6 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Learn Chinese: Introduction to Chinese Conversation,https://www.futurelearn.com/courses/chinese-conversation,"12,878 enrolled on this course",2 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
1002,Learn Chinese: Introduction to Chinese Grammar,https://www.futurelearn.com/courses/chinese-grammar,"7,048 enrolled on this course",,,,,,,,,,4 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Learn Chinese: Introduction to Chinese Grammar,https://www.futurelearn.com/courses/chinese-grammar,"7,048 enrolled on this course",4 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
1003,Learn Chinese: Introduction to Chinese Pronunciation and Tone,https://www.futurelearn.com/courses/chinese-pronunciation-tone,"8,755 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Learn Chinese: Introduction to Chinese Pronunciation and Tone,https://www.futurelearn.com/courses/chinese-pronunciation-tone,"8,755 enrolled on this course",2 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
1004,Many Faces: Understanding the Complexities of Chinese Culture,https://www.futurelearn.com/courses/chinese-culture,"Develop a clearer understanding of modern China by exploring the role of art, literature and the 'noble hero' in Chinese culture.",,,,,,,,,,4 weeks,Future Learn,,18 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / IELTS / Language Teaching / Learn English / Learn Irish / Learn Norwegian / Linguistics / ,5 ExpertTracks,,Many Faces: Understanding the Complexities of Chinese Culture,https://www.futurelearn.com/courses/chinese-culture,"Develop a clearer understanding of modern China by exploring the role of art, literature and the 'noble hero' in Chinese culture.",3 hours,,,,,,,,
1005,A Beginner's Guide to Writing in English for University Study,https://www.futurelearn.com/courses/english-for-study,"Learn how to use English for study at university or college and develop your writing skills, vocabulary and grammar.",,,,,,,,,,5 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,A Beginner's Guide to Writing in English for University Study,https://www.futurelearn.com/courses/english-for-study,"Learn how to use English for study at university or college and develop your writing skills, vocabulary and grammar.",3 hours,,,,,,,,
1006,English for Academic Study,https://www.futurelearn.com/courses/english-academic-study,"Prepare to study at university, explore the qualities of a successful student, and learn key vocabulary in an academic context. ",,,,,,,,,,2 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for Academic Study,https://www.futurelearn.com/courses/english-academic-study,"Prepare to study at university, explore the qualities of a successful student, and learn key vocabulary in an academic context. ",3 hours,,,,,,,,
1007,English Pronunciation in a Global World,https://www.futurelearn.com/courses/english-pronunciation,"In this course, you will improve your English pronunciation skills and learn about speaking English in today's globalised world.",,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English Pronunciation in a Global World,https://www.futurelearn.com/courses/english-pronunciation,"In this course, you will improve your English pronunciation skills and learn about speaking English in today's globalised world.",8 hours,,,,,,,,
1008,EAL: English Language for Nature Conservation and Sustainability,https://www.futurelearn.com/courses/english-for-nature-conservation,"2,370 enrolled on this course",,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,EAL: English Language for Nature Conservation and Sustainability,https://www.futurelearn.com/courses/english-for-nature-conservation,"2,370 enrolled on this course",2 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1009,English Language Learning Through Sustainability,https://www.futurelearn.com/courses/english-language-for-sustainability,"5,988 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English Language Learning Through Sustainability,https://www.futurelearn.com/courses/english-language-for-sustainability,"5,988 enrolled on this course",4 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1010,Learn English Through TV Drama Series: Adrift,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series-chasing-time-english,"1,947 enrolled on this course",,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Learn English Through TV Drama Series: Adrift,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series-chasing-time-english,"1,947 enrolled on this course",4 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1011,Learn English Through TV Drama Series: My Name is Lucky,https://www.futurelearn.com/courses/my-name-is-lucky,"2,277 enrolled on this course",,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Learn English Through TV Drama Series: My Name is Lucky,https://www.futurelearn.com/courses/my-name-is-lucky,"2,277 enrolled on this course",4 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1012,Learn English Through TV Drama Series: Skipper's Pass,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series,"40,227 enrolled on this course",,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Learn English Through TV Drama Series: Skipper's Pass,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series,"40,227 enrolled on this course",4 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1013,Learn English Through TV Drama Series: Upper Intermediate English Language,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series-fortune-upper-intermediate-,"4,980 enrolled on this course",,,,,,,,,,6 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Learn English Through TV Drama Series: Upper Intermediate English Language,https://www.futurelearn.com/courses/learn-english-through-tv-drama-series-fortune-upper-intermediate-,"4,980 enrolled on this course",3 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1014,Improve your IELTS Speaking score,https://www.futurelearn.com/courses/improve-ielts-speaking,Prepare for your IELTS Speaking test and achieve your dream score. Learn new skills and strategies for success.,,,,,,,,,,2 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Improve your IELTS Speaking score,https://www.futurelearn.com/courses/improve-ielts-speaking,Prepare for your IELTS Speaking test and achieve your dream score. Learn new skills and strategies for success.,3 hours,,,,,,,,
1015,Practise your PTE Academic Speaking Skills,https://www.futurelearn.com/courses/skills-for-the-pte-speaking-test,Achieve your desired score in the speaking section of PTE Academic. Learn new skills and strategies and build confidence. ,,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Practise your PTE Academic Speaking Skills,https://www.futurelearn.com/courses/skills-for-the-pte-speaking-test,Achieve your desired score in the speaking section of PTE Academic. Learn new skills and strategies and build confidence. ,2 hours,,,,,,,,
1016,English for STEM: Understanding Maths Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-maths-vocabulary,Improve your English language skills as you explore key maths concepts to expand your vocabulary and refine your pronunciation.,,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for STEM: Understanding Maths Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-maths-vocabulary,Improve your English language skills as you explore key maths concepts to expand your vocabulary and refine your pronunciation.,2 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1017,English for STEM: Understanding Engineering Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-engineering-vocabulary,Improve your English language skills as you learn the essential vocabulary to help you understand key engineering subjects.,,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for STEM: Understanding Engineering Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-engineering-vocabulary,Improve your English language skills as you learn the essential vocabulary to help you understand key engineering subjects.,3 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1018,English for STEM: Understanding Science Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-science-vocabulary,Learn key English vocabulary to help you explore different science subjects and advance your English language skills.,,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for STEM: Understanding Science Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-science-vocabulary,Learn key English vocabulary to help you explore different science subjects and advance your English language skills.,3 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1019,English for STEM: Understanding Technology Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-technology-vocabulary,Advance your English language skills as you learn the vocabulary to help you discuss and understand technology topics.,,,,,,,,,,3 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for STEM: Understanding Technology Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-technology-vocabulary,Advance your English language skills as you learn the vocabulary to help you discuss and understand technology topics.,3 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1020,English as a Medium of Instruction for Academics,https://www.futurelearn.com/courses/emi-academics,Equip yourself to teach in international contexts by increasing your English language skills and intercultural knowledge.,,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English as a Medium of Instruction for Academics,https://www.futurelearn.com/courses/emi-academics,Equip yourself to teach in international contexts by increasing your English language skills and intercultural knowledge.,4 hours,,,,,,,,
1021,Basic English 1: Elementary,https://www.futurelearn.com/courses/basic-english-elementary,Learn basic English for everyday situations and improve your listening skills with this online English language course.,,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Basic English 1: Elementary,https://www.futurelearn.com/courses/basic-english-elementary,Learn basic English for everyday situations and improve your listening skills with this online English language course.,4 hours,,,,,,,,
1022,Basic English 2: Pre-Intermediate,https://www.futurelearn.com/courses/basic-english-pre-intermediate,Develop your English for use in different everyday situations and build more confidence in your listening skills.,,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,Basic English 2: Pre-Intermediate,https://www.futurelearn.com/courses/basic-english-pre-intermediate,Develop your English for use in different everyday situations and build more confidence in your listening skills.,4 hours,,,,,,,,
1023,English for Healthcare,https://www.futurelearn.com/courses/english-for-healthcare,Develop your language and communication skills for a career in healthcare and learn new healthcare vocabulary in English.,,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,English for Healthcare,https://www.futurelearn.com/courses/english-for-healthcare,Develop your language and communication skills for a career in healthcare and learn new healthcare vocabulary in English.,3 hours,,,,,,,,
1024,An Intermediate Guide to Writing in English for University Study,https://www.futurelearn.com/courses/english-for-study-intermediate,"Improve your academic English writing skills: analyse questions, structure essays, research effectively and avoid plagiarism.",,,,,,,,,,5 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,An Intermediate Guide to Writing in English for University Study,https://www.futurelearn.com/courses/english-for-study-intermediate,"Improve your academic English writing skills: analyse questions, structure essays, research effectively and avoid plagiarism.",3 hours,,,,,,,,
1025,PTE Success: The Skills You Need,https://www.futurelearn.com/courses/pte-success,Discover and practise the skills to improve your performance in the PTE test. ,,,,,,,,,,4 weeks,Future Learn,,21 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / IELTS / Language Teaching / Learn Chinese / Learn Irish / Learn Norwegian / Linguistics / Writing / ,1 ExpertTracks,Can I learn English online? /How difficult is it to learn English? /What are the top English language courses? /How can learning English help my career prospects? /,PTE Success: The Skills You Need,https://www.futurelearn.com/courses/pte-success,Discover and practise the skills to improve your performance in the PTE test. ,3 hours,,,,,,,,
1026,Introduction to Intercultural Studies: Language and Culture,https://www.futurelearn.com/courses/intercultural-studies-language-culture,Explore intercultural communication by understanding the relationship between language and cultural identity.,,,,,,,,,,2 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Introduction to Intercultural Studies: Language and Culture,https://www.futurelearn.com/courses/intercultural-studies-language-culture,Explore intercultural communication by understanding the relationship between language and cultural identity.,5 hours,,,,,,,,
1027,Working with Translation: Theory and Practice,https://www.futurelearn.com/courses/working-with-translation,"Explore what it means to communicate in multiple languages in a variety of contexts, and discover your inner translator. ",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Working with Translation: Theory and Practice,https://www.futurelearn.com/courses/working-with-translation,"Explore what it means to communicate in multiple languages in a variety of contexts, and discover your inner translator. ",4 hours,,,,,,,,
1028,Introduction to Comparative Indo-European Linguistics,https://www.futurelearn.com/courses/introduction-to-comparative-indo-european-linguistics,"Build your knowledge of Indo-European languages, how they changed through time, and how to reconstruct ancient languages.",,,,,,,,,,8 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Introduction to Comparative Indo-European Linguistics,https://www.futurelearn.com/courses/introduction-to-comparative-indo-european-linguistics,"Build your knowledge of Indo-European languages, how they changed through time, and how to reconstruct ancient languages.",4 hours,,,,,,,,
